Place ID,Place Name,Address,City,State,Zip,Phone,Website,Description,Paid,Category,Subcategory,Parking,Restroom,Change table,Stroller trail,Playground,Enclosed playground,"Material of playground floor (rubber, grass, dirt, sand, concrete, wood chip/mulch, asphalt) ",Water play,Sand pit,Toddler Playground,Pre-schooler Playground (2-5) ,School aged Playground (5-12),Picnic table,BBQ,Snugabug Pick
PLA365,Rubino Park,Desmet Dr & Brunetti Dr.,San Jose,CA,95125,,,,N,Playgrounds,,N,N,,N,Y,Y,mulch,N,N,Y,Y,Y,Y,Y,N
PLA367,Seascape Park,Summer Ave & Via Lantana,Aptos,CA,95003,,http://scparks.com/Home/Parks/ListofAllCountyParks/SeascapePark.aspx,,N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,Y,N,Y,Y,Y,N,N
PLA368,Semeria Park,Semeria Ave & Casa Bona Ave,Belmont,CA,94002,650 595 7442,http://www.belmont.gov/Home/Components/FacilityDirectory/FacilityDirectory/70/702,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,N,Y,N,N
PLA369,Kennedy Park,Hesperian Blvd & Golf Course Rd.,Hayward,CA,94541,,http://www.haywardrec.org/Facilities/Facility/Details/Kennedy-Park-1,"Entertain your kids with a train, merry-go-round and Triple Pines Ranch Animal Farm. Ofcourse there is playground too.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,N,Y,Y,Y,Y,Y
PLA37,Buena Vista Park,Mackintosh St. & Canyon Heights Dr.,Fremont,CA,94539,,,,N,Playgrounds,,N,N,,N,Y,N,sand,N,N,Y,Y,N,N,N,N
PLA370,Six Pillars Park,12219 Windemere Pkwy,San Ramon,CA,94582,,,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,N,N,N,Y,Y,N,N
PLA371,Skypark,361 Kings Village Rd,Scotts Valley,CA,95066,,,"Nice sized playground with lots of options. The park has lots of picnic tables. a nice path for biking or stroller hike, and a skate park. ",N,Playgrounds,,Y,Y,,Y,Y,N,sand,Y,N,Y,Y,Y,Y,Y,Y
PLA372,Sonoma Plaza,453 1st St E,Sonoma,CA,95476,,,,N,Playgrounds,,N,Y,,Y,Y,N,sand,N,Y,Y,Y,Y,N,N,N
PLA373,Sonoma Plaza Park,453 1st St E,Sonoma,CA,95476,707 933 2218,,,N,Playgrounds,,N,Y,,Y,Y,N,sand,N,Y,Y,Y,Y,N,N,N
PLA375,Meek Park,240 Hampton Rd,Hayward,CA,94541,510 581 223,http://www.haywardrec.org/Facilities/Facility/Details/Meek-Park-69,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,N,Y,Y,Y,Y,N
PLA376,Souyen Park,1548 Watermill Rd,San Ramon,CA,94582,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA378,Stafford Park,King St at Hopkins Ave,Redwood City,CA,94062,650 780 7250,,,N,Playgrounds,,N,Y,Y,N,Y,Y,mulch,Y,N,Y,Y,Y,Y,Y,N
PLA379,Starlite Park,450 Rudyard Dr,Milpitas,CA,95035,,,,N,Playgrounds,,N,Y,,N,Y,N,sand,N,N,Y,Y,N,Y,Y,N
PLA38,Andrew Spinas Park,2nd Ave & Bay Road,Redwood City,CA,94061,,,,N,Playgrounds,,N,Y,N,N,Y,Y,mulch,Y,N,Y,Y,Y,Y,N,N
PLA380,Memorial Park,1105 Bancroft Ave,San Leandro,CA,94577,510 577 3462,https://sanleandro.org/depts/rec/parks/memorial.asp,"Originally dedicated in 1938, this is one of the City's oldest parks. It is located at the intersection of Bancroft and Callan avenues, across from Bancroft Middle School. San Leandro Creek runs along the north side of the park. The park features extensive sitting areas and picnic facilities and two separate play areas. There are five barbecue pits, 10 picnic tables and restroom facilities.",N,Playgrounds,,Y,Y,,Y,Y,Y,mulch,N,N,Y,Y,Y,Y,Y,N
PLA381,Three Oaks Park,Candlelight Way & Shadowhill Ln,Cupertino,CA,95014,408 777 3120,,"Three Oaks Park is a nice neighborhood park, which contains two playgrounds. There are two picnic tables situated between the playgrounds and a grass field to run around in. ",N,Playgrounds,,Y,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA382,Stevenson Park,750 San Pierre Way,Mountain View,CA,94043,650 903 6326,,"Stevenson Park shares its grounds with two elementary schools: Theuerkauf Elementary School & Stevenson Elementary School. Thus, during non school hours, there are plenty of playgrounds to choose from. The tot playground, part of the school, is enclused. It has a tree fort theme and has a covered sand pit.There are three more playgrounds adjecent to the field, each having multiple slides and climbing walls. Two of the playgrounds have rubber bases and one is mulch. ",N,Playgrounds,,N,Y,,Y,Y,Y,"rubber, mulch",N,Y,Y,Y,Y,Y,N,N
PLA383,Ryland Park,Fox Ave. & N San Pedro St.,San Jose,CA,95110,,,"Ryland Park is a primarily enclosed park and shares its space with Rotary Ryland Pool. The playground is train themed. The park has two play structures for older kids and one for younger kids, which is enclosed and has a sandpit. There are picnic tables and BBQ grills overlooking the play structures. ",N,Playgrounds,,Y,Y,,N,Y,Y,"rubber, mulch",N,N,Y,Y,Y,Y,N,N
PLA384,Stulsaft Park,3700 Farm Hill Blvd,Redwood City,CA,94061,,,"Stulsaft Park is an enclosed is a fully enclosed park which has two levels. The top level is dedicated to younger kids, and has a water play feature, playground and sand pit. There are also covered picnic tables so you can watch over the kids. The second level, accessed through stairs or 3 slides, is dedicated to older kids, and also has covered picnic tables. ",N,Playgrounds,,N,Y,,N,Y,Y,"mulch, rubber",Y,Y,Y,Y,Y,Y,Y,N
PLA385,Ryder Park,1801 J Hart Clinton Dr,San Mateo,CA,94401,,,Ryder Park is located just off Bay Trail and Seal Point Park trail. The playground is deidicated for younger kids and has an interesting climbing structure in the center of the playground. There are 2 large picnic sections with BBQ pits that overlook the playground. The restrooms are located next to the playground for easy access. ,N,Playgrounds,,Y,Y,,Y,Y,N,rubber,Y,Y,Y,Y,Y,Y,Y,N
PLA386,May Nissen Park,685 Rincon Ave,Livermore,CA,94551,,,,N,Playgrounds,,Y,Y,,N,Y,N,sand,Y,Y,Y,Y,Y,Y,N,N
PLA388,Northgate Community Park,Milton St & Southhampton Terrace,Fremont,CA,94555,,,,N,Playgrounds,,Y,Y,,N,Y,N,sand,N,Y,Y,Y,Y,Y,N,N
PLA389,Mt. Eden Park,2451 W Tennyson,Hayward,CA,94545,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA39,Coffey Park,1624 Amanda Pl,Santa Rosa,CA,95403,,http://ci.santa-rosa.ca.us/departments/recreationandparks/parks/cityparks/listofparks/Pages/CoffeyPark.aspx,,N,Playgrounds,,N,N,,Y,Y,N,rubber,N,Y,Y,Y,Y,Y,Y,N
PLA390,Mocho Park        ,Mocho St. & Holmes St.,Livermore,CA,94550,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,N,Y,Y,Y,Y,N
PLA391,Westlake Park Community Center ,145 Lake Merced Blvd,Daly City,CA,94015,650 991 8021,,,N,Playgrounds,,Y,N,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA392,Todos Santos Plaza,2151 Salvio St,Concord,CA,94520,,http://www.ci.concord.ca.us/page.asp?pid=3025,"There is a grassy area with large trees, colorful flowers, picnic tables, benches and a small children's play area.",N,Playgrounds,,N,N,,N,Y,N,sand,N,N,Y,Y,N,Y,N,N
PLA393,Twin Pines Park,1 Twin Pines Ln,Belmont,CA,94002,650 595 7441,http://www.belmont.gov/Home/Components/FacilityDirectory/FacilityDirectory/208/702,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA394,Union Landing Park,3300 Regents Blvd,Union City,CA,94587,,,,N,Playgrounds,,Y,N,,N,Y,Y,rubber,N,N,Y,Y,N,Y,Y,N
PLA395,Val Vista Community Park,6701 Payne Drive,Pleasanton,CA,94588,,http://ptownlife.org/play/parks/val-vista-community-park,"Three separate play structures, water play and a climbing structure offer a lot of variety. There is also a skate park, soccar field and rollar hockey rink. Unfortunately the park is next a water treatment plant and it can get smelly in some parts of the park. ",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,Y,N,Y,Y,Y,Y,Y,N
PLA396,Vasona Lake County Park,333 Blossom Hill Rd,Los Gatos,CA,95032,408 356 2729,,,Y,Playgrounds,,Y,Y,,Y,Y,N,sand,N,Y,Y,Y,Y,Y,Y,N
PLA397,Upper Noe Recreation Center,295 Day St,San Francisco,CA,94131,415 970 8061,http://www.sfparksalliance.org/our-parks/parks/upper-noe-rec-center,"This park has just been renovated and completed in June 2008. Upper Noe offers the neighborhood a brand new playground with a sand pit, an indoor gym, a baseball diamond and multipurpose field, basketball and tennis courts, and a recreation center with restrooms.",N,Playgrounds,,N,Y,,N,Y,N,rubber,N,Y,Y,Y,Y,Y,N,N
PLA398,Saratoga Creek Park,Hoyet and Cordelia,San Jose,CA,95129,,http://www.sanjoseca.gov/Facilities/Facility/Details/Saratoga-Creek-Park-79,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA399,Village Green Park,Village Pkwy & Triana Way,San Ramon,CA,94583,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,N,Y,Y,Y,N,N
PLA4,Alamo Square Park,Steiner St & Hayes St,San Francisco,CA,94115,,http://www.sfparksalliance.org/our-parks/parks/alamo-square,"A hilltop park with views of the City (including the famous ""Postcard Row""), Alamo Square features many things to do. There is a full tennis court, plenty of walking trails and benches, flower beds, and a dual-level kids' lot that had six swings, three slides and a pair of climbing structures. The upper level is for older kids (age 5-12), while the lower level is for the younger ones (age 2-5). Wheelchair access is available at the gate leading into the upper level.",N,Playgrounds,,N,Y,,Y,Y,N,"Rubber, sand",N,Y,N,Y,Y,N,N,N
PLA40,California Terrace Park,Pond Dr. & Fieldstone Dr.,Fremont,CA,94536,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,Y,N,N,N
PLA400,Walnut Park,Petaluma Blvd & D St,Petaluma,CA,94952,,http://cityofpetaluma.net/parksnrec/parks-pages/walnut.html,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA401,War Memorial Playground,295 Monroe St.,Santa Clara,CA,95050,,,"War Memorial Playground is a unique playground. It's an ant themed playground. The park is enclosed expect for the entrance. WMP is a small playground. They have a slide for the young kids, a challenging climbing structure for the older kids and a sand pit for tots. The picnic table is located in the center of the park to overlook the entire playground. There is a hill that separates the playground from the grass area where kids can run around. The park contains a parking lot and the public restrooms are right next to the playground.",N,Playgrounds,,Y,Y,Y,N,Y,Y,"rubber, sand",N,Y,Y,Y,Y,Y,N,N
PLA402,Washington Park,840 W Washington St,Sunnyvale,CA,94086,408 730 7751,,,N,Playgrounds,,Y,Y,,N,Y,Y,"mulch, rubber, sand",N,Y,Y,Y,Y,Y,Y,N
PLA403,Northfront Park,Almaden Way,Livermore,CA,94551,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA404,Saratoga Square,Yates Way & David St.,San Mateo,CA,94403,,,,N,Playgrounds,,N,Y,N,N,Y,N,mulch,N,N,N,Y,N,Y,N,N
PLA405,Victoria Manalo Draves Park,Folsom St and Sherman St,San Francisco,CA,94103,,http://www.sfparksalliance.org/our-parks/parks/victoria-manalo-draves-park,"Victoria Manalo Draves Park, a two acre park in SOMA, opened in October, 2006. It is located on Folsom Street between 6th and 7th streets. The park features a ball field, basketball court, bathrooms, a childrens' play area featuring a teepee-style jungle gym and a slide, a community garden, a landscaped area, picnic area, and play field.",N,Playgrounds,,N,Y,,N,Y,Y,rubber,N,N,Y,Y,Y,Y,N,N
PLA406,Whisman Park,400 Easy St,Mountain View,CA,94043,,,"Whisman Park shares its grounds with Whisman Park. The playground is dedicated towards big kids. There are a number of picnic tables & BBQ pits surounding the playground, which are reservabe. There is a concrete trail through the park for bike riding and a grassy area for kids to play. ",N,Playgrounds,,N,Y,,N,Y,N,"rubber, sand",N,Y,N,N,Y,Y,Y,N
PLA408,Selma Olinder Park,Woodborough Dr. & Woodborough Ct.,San Jose,CA,95116,,,"Selma Plinder Park shares its grounds with Olinder Elementary School, which provides for more playground access. The park itself has one playground dedicated to older kids. The school has an additional 2 playgrounds that are accessable. One is for tots and the other is a climbing structure for older kids. There is a reservable picnic area that overlooks the park's playground. 
This park has an extensive set of walking trails that are paved.",N,Playgrounds,,N,Y,,Y,Y,N,rubber,N,N,N,Y,Y,Y,N,N
PLA409,Walter Haas Playground,Addison St. & Farnuum St.,San Francisco,CA,94131,,http://www.sfparksalliance.org/our-parks/parks/walter-haas-playground,"Walter Haas Park and Playground was renovated in 2005 and became a spectacular neighborhood park that people of all ages may enjoy. This park has a little something for everyone: a basketball court, large grass area, dog park, and a two tier playground: one for toddlers and one for older children.",N,Playgrounds,,N,N,,Y,Y,Y,rubber,N,Y,Y,Y,Y,Y,N,N
PLA41,Dixon Landing Park,Jurgens Dr. &  Gingerwood Dr.,Milpitas,CA,95035,,,,N,Playgrounds,,Y,Y,,N,Y,N,sand,N,Y,Y,Y,Y,Y,Y,N
PLA410,Wilson Park,10298 S Portal Ave,Cupertino,CA,95014,408 777 3200,,,N,Playgrounds,,Y,Y,,N,Y,Y,mulch,N,Y,Y,Y,Y,Y,Y,N
PLA411,Washington & Hyde Mini Park,Union and Columbus,San Francisco,CA,94133,,http://www.sfparksalliance.org/our-parks/parks/washington-hyde-mini-park,This downtown park is a great escape from the fast-paced atmosphere of the city. It has beautiful landscaping and a children's playground at the end of the park. There are restrooms available too.,N,Playgrounds,,N,Y,,N,Y,Y,"rubber, sand",N,Y,Y,Y,N,Y,N,N
PLA412,Ygnacio Valley Park,901 Oak Grove Rd,Concord,CA,94518,,http://www.ci.concord.ca.us/page.asp?pid=3025,"This park has ball fields, jogging path, picnic and barbecue facilities (including one reservable group site), a popular children's play area and large expanse of green for free play.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,Y,Y,Y,N,Y,N,N
PLA413,Livorna Park,Livorna Park,Alamo,CA,94507,,http://www.co.contra-costa.ca.us/DocumentCenter/Home/View/3784,,N,Playgrounds,,Y,Y,,N,Y,N,Sand,N,Y,N,N,Y,Y,Y,N
PLA414,Memorial Park,1325 Portland Ave,Albany,CA,94706,,http://www.albanyca.org/index.aspx?page=588,,N,Playgrounds,,N,Y,,N,Y,Y,"mulch, rubber, sand",N,Y,N,Y,Y,Y,Y,N
PLA415,Leydecker Park,3181 Mecartney Rd,Alameda,CA,94502,510 521 1266,http://alamedaca.gov/recreation/leydecker-park,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,Y,N,Y,Y,N,N,N
PLA416,Lincoln Park,1450 High St,Alameda,CA,94501,510 523 6222,http://alamedaca.gov/recreation/lincoln-parkharrison-center,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,N,Y,Y,Y,Y,N
PLA417,Longfellow Park,520 Lincoln Avenue,Alameda,CA,94501,,,,N,Playgrounds,,N,Y,,N,Y,Y,"mulch, sand",N,Y,Y,Y,N,N,N,N
PLA418,McKinley Park,2165 Buena Vista Avenue,Alameda,CA,94501,,,,N,Playgrounds,,Y,Y,,N,Y,N,dirt,N,Y,Y,Y,Y,N,N,N
PLA419,Tillman Park,Robert Davey Jr Dr & Aughinbaugh Way,Alameda,CA,94502,,http://alamedaca.gov/recreation/tillman-park,,N,Playgrounds,,N,Y,,N,Y,N,sand,N,Y,Y,Y,Y,N,N,N
PLA42,Avenue Terrace Playground,Jordan Rd and Bennett Pl,Oakland,CA,94602,,,,N,Playgrounds,,N,N,,N,Y,Y,sand,N,N,Y,Y,N,N,N,N
PLA420,Washington Park,740 Central Ave,Alameda,CA,94501,510 521 162,http://alamedaca.gov/recreation/washington-park,,N,Playgrounds,,Y,Y,,Y,Y,N,Mulch,N,Y,Y,Y,Y,Y,N,N
PLA421,Avila Beach Park,50 San Juan Street,Avila Beach,CA,93424,,http://www.avilabeachpier.com/information/pirate-park.html,,N,Playgrounds,,N,Y,,Y,Y,N,Sand,N,Y,Y,Y,N,Y,Y,N
PLA422,Shorebird Park,162 University Ave,Berkeley,CA,94710,510 981 6720,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__Shorebird_Park.aspx,"Located next to Shorebird Nature Center and Adventure Playground, Shorebird park has a nice play area featuring disabled-accessible playground equipment for both tot and school-age children, including swings, and climbing structures.",N,Playgrounds,,Y,Y,,Y,Y,N,Sand,N,N,N,Y,Y,Y,Y,N
PLA423,Strawberry Creek Park,1260 Allston Way,Berkeley,CA,94702,,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__Strawberry_Creek_Park.aspx,,N,Playgrounds,,N,N,,N,Y,N,sand,N,Y,Y,Y,N,Y,Y,N
PLA424,Totland Playground,1644 Virginia Street,Berkeley,CA,94703,,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__Virginia-McGee_Totland.aspx,"Really interesting tot focused playground where there lots of ""left over"" toys for childs to play with including ride on cars, push wagons and play kitchens more. There is also a regular play structure with slides, ramps and climbers. ",N,Playgrounds,,N,Y,,N,Y,Y,sand,Y,Y,Y,Y,N,Y,N,Y
PLA425,Willard Park,2720 Hillegass Ave,Berkeley,CA,94705,510 644 8517,http://www.ci.berkeley.ca.us/Parks_Rec_Waterfront/Trees_Parks/Parks__Willard_Park.aspx,,N,Playgrounds,,N,Y,,N,Y,N,"sand, rubber",N,Y,Y,Y,N,Y,N,N
PLA426,Arbor View Park,817 Atherton Boulevard,Brentwood,CA,94513,,,,N,Playgrounds,,Y,N,,N,Y,N,"mulch, astroturf ",N,Y,Y,Y,N,Y,N,N
PLA427,Blue Goose Park,1765 Adams Lane,Brentwood,CA,94513,,http://www.brentwoodca.gov/gov/parks/water/features/goose.asp,Barn themed playground with an awesome water play feature. There is a net and wall climber and a separated fenced area for toddlers.,N,Playgrounds,,Y,Y,,N,Y,N,mulch,Y,N,Y,Y,N,Y,Y,Y
PLA428,King Park,1379 Bauer Way,Brentwood,CA,94513,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,N,Y,Y,N
PLA429,Orchard Park,40 Griffith Lane,Brentwood,CA,94513,,,,N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,Y,Y,N,N,N,N
PLA43,Azule Park,12239-12249 Goleta Ave,Saratoga,CA,95070,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,Y,N
PLA430,Stojanovich Family Park,316 Union Ave,Campbell,CA,95008,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,N,Y,N,N
PLA431,Rengstorff Park,201 S Rengstorff Ave,Mountain View,CA,94040,,http://www.mountainview.gov/depts/cs/parks/parks/default.asp,"Rengstorff park is one of the largest parks in Mountain View, and as such has playgrounds to boot. There are a total of 5 play areas at the park, not including the pool. The play structures are primarily on rubber and sand, and have climbing walls, slides and swings. Towards the back of the park, away from Rengstorff & Crisanto is an enclosed playground, which is part of Learning Links Preschool. This enclosed play area included music instruments and a play structure. 
Rengstorff park has three major parking lots. One on Rengstorff Street, the other two on Crisanto Ave. The park has a large picnic and BBQ area between the two parking lots on Crisanto Ave.",N,Playgrounds,,Y,Y,,Y,Y,Y,"mulch, sand, rubber",N,Y,Y,Y,Y,Y,Y,Y
PLA432,Cannon Park,Carlsbad Blvd. and Cannon Rd.,Carlsbad,CA,92008,,,,N,Playgrounds,,N,Y,,N,Y,N,"sand, rubber",N,Y,Y,Y,N,N,N,N
PLA433,Hosp Grove Park,Jeffersons St. and Marron Rd.,Carlsbad,CA,92008,,,,N,Playgrounds,,Y,Y,,Y,Y,N,"sand, rubber",N,Y,Y,Y,N,Y,N,N
PLA434,Poinsettia Community Park,6600 Hidden Valley Rd.,Carlsbad,CA,92011,,,,N,Playgrounds,,Y,Y,,N,Y,N,"sand, rubber",N,Y,Y,Y,N,Y,N,N
PLA435,A.B. Morris (Adobe) Park,20395 San Miguel Ave.,Castro Valley,CA,94546,,,,N,Playgrounds,,Y,Y,,N,Y,N,"mulch, sand",N,Y,N,Y,Y,Y,N,N
PLA436,Carlos Bee Park,1905 Grove Way,Castro Valley,CA,94546,,,,N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,N,Y,N,N
PLA437,Deerview Park,5780 Thousand Oaks Dr,Castro Valley,CA,94552,,,,N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,N,Y,N,Y,N,N
PLA438,Earl Warren Park,4660 Crow Canyon Rd,Castro Valley,CA,94552,,,,N,Playgrounds,,N,Y,,N,Y,N,sand,N,Y,N,Y,Y,Y,N,N
PLA439,Five Canyons Park,25847 Five Canyons Pkwy,Castro Valley,CA,94552,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,N,Y,Y,Y,N,N
PLA44,Bachman Park,Bachman Ave at Belmont St,Los Gatos,CA,95032,,http://www.losgatosca.gov/899/Bachman-Park,"A picturesque downtown neighborhood park with a playground, picnic tables, basketball court, and lawn area.",N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,Y,Y,Y,N,N,N,N
PLA440,Greenridge Park,6132 Greenridge Rd,Castro Valley,CA,94552,,,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,N,Y,Y,Y,Y,N
PLA441,Palomares Park,7200 Villareal Dr,Castro Valley,CA,94552,,,,N,Playgrounds,,N,Y,,N,Y,N,mulch,N,N,Y,Y,N,N,N,N
PLA442,Parsons Park,Walnut Rd & School Way,Castro Valley,CA,94552,,,,N,Playgrounds,,N,N,,N,Y,N,mulch,N,N,N,Y,Y,Y,N,N
PLA443,Community Park,6000 Heritage Trail,Clayton,CA,94517,,,,N,Playgrounds,,Y,Y,,N,Y,Y,rubber,N,N,Y,Y,N,Y,N,N
PLA444,The Grove,6100 Main St.,Clayton,CA,94517,,,,N,Playgrounds,,N,Y,,N,Y,N,rubber,Y,N,Y,Y,Y,Y,N,N
PLA445,Baldwin Park,2790 Parkside Cir,Concord,CA,94519,,http://www.ci.concord.ca.us/page.asp?pid=3025,"Baldwin Park has a basketball court, softball field, bocce courts, Baldwin Dog Park and a children's play area. There is reservable group picnic or barbecue area on a raised platform overlook, and several individual picnic tables with barbecues scattered throughout the park.",N,Playgrounds,,Y,Y,,N,Y,N,mulch,N,N,Y,Y,N,N,N,N
PLA446,Concord Community Park,3501 Cowell Rd,Concord,CA,94518,(925) 671-3404,http://www.ci.concord.ca.us/page.asp?pid=3025,"Concord Community Park is home to an Olympic size swimming pool, with diving facilities and a wading pool. There are two large playgrounds and two reservable group picnic/barbecue areas and many individual picnic tables with barbecues scattered throughout the park.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,N,Y,Y,N,N,N
PLA447,Ellis Lake Park,1760 Clayton Rd,Concord,CA,94520,,http://www.ci.concord.ca.us/page.asp?pid=3025,"Rolling turf and a paved path around the lake, which is home to many species of waterfowl and several turtles. There are two children's play areas. ",N,Playgrounds,,Y,N,,Y,Y,N,mulch,N,N,Y,Y,N,N,N,N
PLA448,Corte Madera Town Park,498 Tamalpais Dr,Corte Madera,CA,94925,,,,N,Playgrounds,,Y,Y,,N,Y,Y,"mulch, sand",N,Y,Y,Y,Y,Y,Y,N
PLA449,Rainbow City Playground,1405 F St.,Davis,CA,95616,,http://parks.cityofdavis.org/rainbow-city,,N,Playgrounds,,Y,Y,,Y,Y,Y,"mulch, sand",Y,Y,Y,Y,Y,Y,N,N
PLA45,Central Park,Palm Ave. & Lansdale Ave. ,Millbrae,CA,94030,650 259 2360,http://www.ci.millbrae.ca.us/index.aspx?page=267,"Central Park is located east of the Recreation Center, this 13-acre park is considered Millbrae’s top recreational area. Residents and visitors enjoy using this park for family outings, birthdays, weekend BBQ’s, play, and relaxing. During the summer months Millbrae hosts Concerts in the Park and other various activities bringing numerous people to this beautiful area. You will rarely see this park empty. ",N,Playgrounds,,Y,Y,,N,Y,N,"rubber, mulch",N,N,Y,Y,Y,Y,Y,N
PLA450,Slide Hill Park,1526 Tulip Ln.,Davis,CA,95618,,http://parks.cityofdavis.org/slide-hill-park,,N,Playgrounds,,Y,Y,,N,Y,N,"mulch, sand",N,Y,Y,Y,Y,Y,Y,N
PLA451,Sycamore Park,1313 Sycamore Lane,Davis,CA,95616,,,,N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,Y,Y,Y,Y,N,N,N
PLA452,Sunnybrae Park,818 Sunnybrae Blvd,San Mateo,CA,94402,,,Sunnybrae Park is an enclosed neighborhood park dedicated for younger kids. There are three play areas and a sand pit for kids to use. There are 7 picnic tables overlooking the area to help with supervision. ,N,Playgrounds,,N,N,,N,Y,Y,mulch,N,N,Y,Y,Y,Y,N,N
PLA453,Shannon Park,11600 Shannon Avenue,Dublin,CA,94568,,http://www.dublin.ca.gov/index.aspx?NID=336,,N,Playgrounds,,Y,Y,,N,Y,N,mulch,Y,Y,Y,Y,Y,Y,N,N
PLA454,Ted Fairfield Park,3400 Antone Way,Dublin,CA,94568,,http://www.dublin.ca.gov/Facilities/Facility/Details/11,"Ted Fairfield is located next to Green elementary school. There are three play structures, all are fairly small and more suitable for preschoolers than older kids. There is a volleyball court, basketball court and baseball field as well. Limited shade available.",N,Playgrounds,,N,Y,,Y,Y,N,mulch,N,N,Y,Y,N,Y,Y,N
PLA455,Arlington Park,1120 arlington blvd,El Cerrito,CA,94530,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,Y,N,Y,Y,Y,N,N
PLA456,Cerrito Vista Park,7007 Moeser Ln,El Cerrito,CA,94530,,,,N,Playgrounds,,N,Y,,N,Y,N,rubber,N,N,N,Y,Y,Y,Y,N
PLA457,Doyle Hollis Park,1333 62nd St.,Emeryville,CA,94608,,,,N,Playgrounds,,N,Y,,N,Y,Y,rubber,N,N,N,Y,Y,N,N,N
PLA458,Stanford Avenue Park,Stanford Ave. & Beaudry St.,Emeryville,CA,94608,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,Y,Y,Y,N,N,N,N
PLA459,Cottonwood Creek Park,95 N Vulcan Ave,Encinitas,CA,92024,,http://www.ci.encinitas.ca.us/index.aspx?page=290,,N,Playgrounds,,Y,Y,,Y,Y,N,"rubber, sand",N,Y,Y,Y,Y,N,N,N
PLA46,Belgatos Park,308 Belgatos Ln,Los Gatos,CA,95032,,http://www.losgatosca.gov/900/Belgatos-Park,"Belgatos Park is located off of Blossom Hill Road at the end of Belgatos Road. Limited on site parking is available.
 
Natural woodlands and wildlife abound in this beautiful 17 acre park. The park offers a variety of experiences for hikers, bicyclists, and equestrians on the 2 miles of trails. These trails connect to the Santa Rosa Open Space and the Heintz Open Space. Within the park is a playground, restroom, picnic tables, and lawn areas.",N,Playgrounds,,Y,Y,,Y,Y,N,mulch,N,N,Y,Y,Y,Y,N,N
PLA460,Encinitas Viewpoint Park,E D st. & Corish Dr,Encinitas,CA,92024,,http://www.ci.encinitas.ca.us/index.aspx?page=290,,N,Playgrounds,,N,N,,N,Y,N,"rubber, sand",N,Y,Y,Y,N,N,N,N
PLA461,Old Mission Park,1000 Pine St at Ibero,Fremont,CA,94539,,,,N,Playgrounds,,Y,Y,,Y,Y,N,sand,N,Y,Y,Y,Y,Y,Y,N
PLA462,Patterson Park,35475 Cabrillo Dr,Fremont,CA,94536,,,,N,Playgrounds,,N,N,,Y,Y,N,mulch,N,N,N,Y,Y,Y,N,N
PLA463,Rix Park,42679 Everglades Park Dr,Fremont,CA,94538,,,,N,Playgrounds,,N,N,,N,Y,N,rubber,N,N,Y,Y,Y,N,N,N
